Fold  0
Nombre del experimento: 26L_weighted_1
--Pattern set encontrado en ../patterns\base\0
--Labels set encontrado en ../labels\base\0

Los resultados se guardarán en: ../outputs\alexnet\base\26L_weighted_1\0
Los modelos se guardarán en: ../models\alexnet\base\0
Fold  1
Nombre del experimento: 26L_weighted_1
--Pattern set encontrado en ../patterns\base\1
--Labels set encontrado en ../labels\base\1

Los resultados se guardarán en: ../outputs\alexnet\base\26L_weighted_1\1
Los modelos se guardarán en: ../models\alexnet\base\1
Fold  2
Nombre del experimento: 26L_weighted_1
--Pattern set encontrado en ../patterns\base\2
--Labels set encontrado en ../labels\base\2

Los resultados se guardarán en: ../outputs\alexnet\base\26L_weighted_1\2
Los modelos se guardarán en: ../models\alexnet\base\2
Fold  3
Nombre del experimento: 26L_weighted_1
--Pattern set encontrado en ../patterns\base\3
--Labels set encontrado en ../labels\base\3

Los resultados se guardarán en: ../outputs\alexnet\base\26L_weighted_1\3
Los modelos se guardarán en: ../models\alexnet\base\3
Usando device: NVIDIA GeForce GTX 1060
Usando top_labels previamente generados para 26 labels
Train Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 4.2482, Accuracy: 0.3575, F1 score: 0.2538, HS: 0.1473
Valid Trial [33/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 6.6808, Accuracy: 0.7973, F1 score: 0.2971, HS: 0.1852

Train Trial [34/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.8004, Accuracy: 0.8304, F1 score: 0.3900, HS: 0.2599
Valid Trial [34/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 7.4837, Accuracy: 0.8068, F1 score: 0.3087, HS: 0.1967

Train Trial [35/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.8408, Accuracy: 0.8377, F1 score: 0.4016, HS: 0.2696
Valid Trial [35/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 7.3070, Accuracy: 0.8066, F1 score: 0.3108, HS: 0.1963

Train Trial [36/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.7036, Accuracy: 0.8503, F1 score: 0.4206, HS: 0.2903
Valid Trial [36/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 7.9071, Accuracy: 0.8321, F1 score: 0.3379, HS: 0.2215

Train Trial [37/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.7154, Accuracy: 0.8543, F1 score: 0.4272, HS: 0.2943
Valid Trial [37/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 7.4793, Accuracy: 0.8228, F1 score: 0.3297, HS: 0.2087

Train Trial [38/200], LR: 0.000178, W: 0.01, Avg Loss: 0.7224, Accuracy: 0.8598, F1 score: 0.4376, HS: 0.2985
Valid Trial [38/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 7.8548, Accuracy: 0.8323, F1 score: 0.3381, HS: 0.2170

Train Trial [39/200], LR: 0.000178, W: 0.01, Avg Loss: 0.6795, Accuracy: 0.8702, F1 score: 0.4551, HS: 0.3134
Valid Trial [39/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 8.7247, Accuracy: 0.8436, F1 score: 0.3490, HS: 0.2244

Train Trial [40/200], LR: 0.000178, W: 0.01, Avg Loss: 0.6834, Accuracy: 0.8778, F1 score: 0.4715, HS: 0.3324
Valid Trial [40/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 8.6707, Accuracy: 0.8299, F1 score: 0.3365, HS: 0.2139

Train Trial [41/200], LR: 0.000178, W: 0.01, Avg Loss: 0.6093, Accuracy: 0.8582, F1 score: 0.4347, HS: 0.2960
Valid Trial [41/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 10.1916, Accuracy: 0.8437, F1 score: 0.3533, HS: 0.2295

Train Trial [42/200], LR: 0.000178, W: 0.01, Avg Loss: 0.6058, Accuracy: 0.8757, F1 score: 0.4671, HS: 0.3281
Valid Trial [42/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 8.9584, Accuracy: 0.8493, F1 score: 0.3592, HS: 0.2338

Train Trial [43/200], LR: 0.000178, W: 0.01, Avg Loss: 0.5963, Accuracy: 0.8840, F1 score: 0.4834, HS: 0.3466
Valid Trial [43/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 9.7650, Accuracy: 0.8656, F1 score: 0.3842, HS: 0.2576

Train Trial [44/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.6241, Accuracy: 0.8899, F1 score: 0.4971, HS: 0.3561
Valid Trial [44/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 8.9196, Accuracy: 0.8489, F1 score: 0.3560, HS: 0.2350

Train Trial [45/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.6715, Accuracy: 0.8745, F1 score: 0.4641, HS: 0.3252
Valid Trial [45/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 8.8919, Accuracy: 0.8456, F1 score: 0.3478, HS: 0.2190

Train Trial [46/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.6180, Accuracy: 0.8763, F1 score: 0.4689, HS: 0.3258
Valid Trial [46/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 8.6161, Accuracy: 0.8495, F1 score: 0.3619, HS: 0.2355

Train Trial [47/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.6158, Accuracy: 0.8796, F1 score: 0.4752, HS: 0.3326
Valid Trial [47/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 8.4717, Accuracy: 0.8543, F1 score: 0.3703, HS: 0.2402

Train Trial [48/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.5624, Accuracy: 0.8849, F1 score: 0.4861, HS: 0.3380
Valid Trial [48/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 9.2292, Accuracy: 0.8612, F1 score: 0.3792, HS: 0.2489

Train Trial [49/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.5472, Accuracy: 0.8923, F1 score: 0.5033, HS: 0.3618
Valid Trial [49/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 8.8538, Accuracy: 0.8647, F1 score: 0.3852, HS: 0.2569

Train Trial [50/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.5281, Accuracy: 0.8946, F1 score: 0.5079, HS: 0.3634
Valid Trial [50/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 9.0661, Accuracy: 0.8647, F1 score: 0.3852, HS: 0.2555

Train Trial [51/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.5122, Accuracy: 0.8905, F1 score: 0.4989, HS: 0.3569
Valid Trial [51/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 9.1554, Accuracy: 0.8638, F1 score: 0.3819, HS: 0.2489

Train Trial [52/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.4944, Accuracy: 0.8944, F1 score: 0.5086, HS: 0.3685
Valid Trial [52/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 10.2686, Accuracy: 0.8778, F1 score: 0.4053, HS: 0.2638

Train Trial [53/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.4973, Accuracy: 0.9075, F1 score: 0.5416, HS: 0.3975
Valid Trial [53/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 11.2622, Accuracy: 0.8836, F1 score: 0.4143, HS: 0.2710

Train Trial [54/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.4635, Accuracy: 0.9032, F1 score: 0.5308, HS: 0.3886
Valid Trial [54/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 10.1850, Accuracy: 0.8741, F1 score: 0.3988, HS: 0.2616

Train Trial [55/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.4675, Accuracy: 0.9035, F1 score: 0.5313, HS: 0.3921
Valid Trial [55/200], LR: 0.0001, W: 0.01, Avg Loss: 11.4032, Accuracy: 0.8830, F1 score: 0.4112, HS: 0.2741

Train Trial [56/200], LR: 0.0001, W: 0.01, Avg Loss: 0.4748, Accuracy: 0.9091, F1 score: 0.5452, HS: 0.4045
Valid Trial [56/200], LR: 0.0001, W: 0.01, Avg Loss: 10.7258, Accuracy: 0.8748, F1 score: 0.3977, HS: 0.2587

Train Trial [57/200], LR: 0.0001, W: 0.01, Avg Loss: 0.4580, Accuracy: 0.9059, F1 score: 0.5372, HS: 0.3966
Valid Trial [57/200], LR: 0.0001, W: 0.01, Avg Loss: 12.2936, Accuracy: 0.8845, F1 score: 0.4117, HS: 0.2716

Train Trial [58/200], LR: 0.0001, W: 0.01, Avg Loss: 0.4628, Accuracy: 0.9152, F1 score: 0.5626, HS: 0.4267
Valid Trial [58/200], LR: 0.0001, W: 0.01, Avg Loss: 11.7571, Accuracy: 0.8821, F1 score: 0.4076, HS: 0.2727

Train Trial [59/200], LR: 0.0001, W: 0.01, Avg Loss: 0.4445, Accuracy: 0.9068, F1 score: 0.5393, HS: 0.3967
Valid Trial [59/200], LR: 0.0001, W: 0.01, Avg Loss: 11.7166, Accuracy: 0.8824, F1 score: 0.4064, HS: 0.2737

Train Trial [60/200], LR: 0.0001, W: 0.01, Avg Loss: 0.4383, Accuracy: 0.9128, F1 score: 0.5563, HS: 0.4185
Valid Trial [60/200], LR: 0.0001, W: 0.01, Avg Loss: 10.9386, Accuracy: 0.8870, F1 score: 0.4162, HS: 0.2799

Train Trial [61/200], LR: 0.0001, W: 0.01, Avg Loss: 0.4482, Accuracy: 0.9136, F1 score: 0.5585, HS: 0.4239
Valid Trial [61/200], LR: 0.0001, W: 0.01, Avg Loss: 10.0243, Accuracy: 0.8839, F1 score: 0.4095, HS: 0.2684

Train Trial [62/200], LR: 0.0001, W: 0.01, Avg Loss: 0.4313, Accuracy: 0.9113, F1 score: 0.5518, HS: 0.4090
Valid Trial [62/200], LR: 0.0001, W: 0.01, Avg Loss: 11.0698, Accuracy: 0.8887, F1 score: 0.4180, HS: 0.2712

Train Trial [63/200], LR: 0.0001, W: 0.01, Avg Loss: 0.4449, Accuracy: 0.9150, F1 score: 0.5626, HS: 0.4237
Valid Trial [63/200], LR: 0.0001, W: 0.01, Avg Loss: 10.4275, Accuracy: 0.8884, F1 score: 0.4219, HS: 0.2769

Train Trial [64/200], LR: 0.0001, W: 0.01, Avg Loss: 0.4323, Accuracy: 0.9130, F1 score: 0.5565, HS: 0.4154
Valid Trial [64/200], LR: 0.0001, W: 0.01, Avg Loss: 9.9892, Accuracy: 0.8869, F1 score: 0.4177, HS: 0.2759

Train Trial [65/200], LR: 0.0001, W: 0.01, Avg Loss: 0.4249, Accuracy: 0.9161, F1 score: 0.5652, HS: 0.4227
Valid Trial [65/200], LR: 0.0001, W: 0.01, Avg Loss: 10.8544, Accuracy: 0.8900, F1 score: 0.4246, HS: 0.2828

Train Trial [66/200], LR: 0.0001, W: 0.01, Avg Loss: 0.3972, Accuracy: 0.9156, F1 score: 0.5636, HS: 0.4178
Valid Trial [66/200], LR: 0.0001, W: 0.01, Avg Loss: 11.0548, Accuracy: 0.8894, F1 score: 0.4269, HS: 0.2832

Train Trial [67/200], LR: 0.0001, W: 0.01, Avg Loss: 0.4903, Accuracy: 0.9227, F1 score: 0.5854, HS: 0.4394
Valid Trial [67/200], LR: 0.0001, W: 0.01, Avg Loss: 10.5693, Accuracy: 0.8799, F1 score: 0.4042, HS: 0.2659

Train Trial [68/200], LR: 0.0001, W: 0.01, Avg Loss: 0.4750, Accuracy: 0.9080, F1 score: 0.5431, HS: 0.4032
Valid Trial [68/200], LR: 0.0001, W: 0.01, Avg Loss: 11.1770, Accuracy: 0.8839, F1 score: 0.4086, HS: 0.2759

Train Trial [69/200], LR: 0.0001, W: 0.01, Avg Loss: 0.5656, Accuracy: 0.9154, F1 score: 0.5629, HS: 0.4257
Valid Trial [69/200], LR: 0.0001, W: 0.01, Avg Loss: 10.1084, Accuracy: 0.8644, F1 score: 0.3779, HS: 0.2475

Train Trial [70/200], LR: 0.0001, W: 0.01, Avg Loss: 0.5977, Accuracy: 0.8804, F1 score: 0.4777, HS: 0.3391
Valid Trial [70/200], LR: 0.0001, W: 0.01, Avg Loss: 8.5457, Accuracy: 0.8468, F1 score: 0.3545, HS: 0.2285

Train Trial [71/200], LR: 0.0001, W: 0.01, Avg Loss: 0.5733, Accuracy: 0.8880, F1 score: 0.4938, HS: 0.3517
Valid Trial [71/200], LR: 0.0001, W: 0.01, Avg Loss: 8.6646, Accuracy: 0.8676, F1 score: 0.3843, HS: 0.2518

Train Trial [72/200], LR: 0.0001, W: 0.01, Avg Loss: 0.5042, Accuracy: 0.8979, F1 score: 0.5168, HS: 0.3758
Valid Trial [72/200], LR: 0.0001, W: 0.01, Avg Loss: 8.6766, Accuracy: 0.8677, F1 score: 0.3837, HS: 0.2500

Train Trial [73/200], LR: 0.0001, W: 0.01, Avg Loss: 0.5084, Accuracy: 0.9023, F1 score: 0.5278, HS: 0.3830
Valid Trial [73/200], LR: 0.0001, W: 0.01, Avg Loss: 9.5214, Accuracy: 0.8793, F1 score: 0.4065, HS: 0.2673

Train Trial [74/200], LR: 0.0001, W: 0.01, Avg Loss: 0.5086, Accuracy: 0.9116, F1 score: 0.5518, HS: 0.4086
Valid Trial [74/200], LR: 0.0001, W: 0.01, Avg Loss: 7.7895, Accuracy: 0.8632, F1 score: 0.3792, HS: 0.2469

Train Trial [75/200], LR: 0.0001, W: 0.01, Avg Loss: 0.4962, Accuracy: 0.8962, F1 score: 0.5128, HS: 0.3675
Valid Trial [75/200], LR: 0.0001, W: 0.01, Avg Loss: 7.6594, Accuracy: 0.8686, F1 score: 0.3947, HS: 0.2577

Train Trial [76/200], LR: 0.0001, W: 0.01, Avg Loss: 0.4558, Accuracy: 0.9033, F1 score: 0.5305, HS: 0.3817
Valid Trial [76/200], LR: 0.0001, W: 0.01, Avg Loss: 9.8236, Accuracy: 0.8830, F1 score: 0.4085, HS: 0.2673

Out of patience!
Best epoch: 66
Guardando mejor modelo en ../models\alexnet\base\3\92L_weighted_1.pth
CURRENT BATCH SIZE:  124
CURRENT BATCH SIZE:  124
Test Trial [1/1], LR: 0.0001, W: 0.001, Avg Loss: 91.4148, Accuracy: 0.8874, F1 score: 0.4200, HS: 0.2825
Predicciones guardadas en ../outputs\alexnet\base\92L_weighted_1\3\predictions.csv
HS fold 1: 0.2823
HS Final:  0.272
F1 Final:  0.4088
1MR Final:  0.9639
5MR Final:  0.2616
Fold  0
Nombre del experimento: 85L_weighted_1
--Pattern set encontrado en ../patterns\base\0
--Labels set encontrado en ../labels\base\0

Los resultados se guardarán en: ../outputs\alexnet\base\85L_weighted_1\0
Los modelos se guardarán en: ../models\alexnet\base\0
Fold  1
Nombre del experimento: 85L_weighted_1
--Pattern set encontrado en ../patterns\base\1
--Labels set encontrado en ../labels\base\1

Los resultados se guardarán en: ../outputs\alexnet\base\85L_weighted_1\1
Los modelos se guardarán en: ../models\alexnet\base\1
Fold  2
Nombre del experimento: 85L_weighted_1
--Pattern set encontrado en ../patterns\base\2
--Labels set encontrado en ../labels\base\2

Los resultados se guardarán en: ../outputs\alexnet\base\85L_weighted_1\2
Los modelos se guardarán en: ../models\alexnet\base\2
Fold  3
Nombre del experimento: 85L_weighted_1
--Pattern set encontrado en ../patterns\base\3
--Labels set encontrado en ../labels\base\3

Los resultados se guardarán en: ../outputs\alexnet\base\85L_weighted_1\3
Los modelos se guardarán en: ../models\alexnet\base\3
Usando device: NVIDIA GeForce GTX 1060
Creando top_labels para 85 labels
Aplicando threshold 6 para trabajar con 82 labels
Top labels creado con éxito
Train Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 5.0509, Accuracy: 0.3558, F1 score: 0.1214, HS: 0.0660
Valid Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 5.3306, Accuracy: 0.2561, F1 score: 0.1260, HS: 0.0671

Train Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 3.6028, Accuracy: 0.2643, F1 score: 0.1237, HS: 0.0661
Valid Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 4.2398, Accuracy: 0.2098, F1 score: 0.1201, HS: 0.0635

Train Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 3.1681, Accuracy: 0.2497, F1 score: 0.1246, HS: 0.0677
Valid Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 3.8708, Accuracy: 0.2838, F1 score: 0.1312, HS: 0.0735

Train Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 2.8807, Accuracy: 0.3632, F1 score: 0.1431, HS: 0.0808
Valid Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 3.8990, Accuracy: 0.3182, F1 score: 0.1356, HS: 0.0757

Train Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 2.6173, Accuracy: 0.3401, F1 score: 0.1405, HS: 0.0797
Valid Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 3.8006, Accuracy: 0.4300, F1 score: 0.1517, HS: 0.0859

Train Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 2.5607, Accuracy: 0.4105, F1 score: 0.1539, HS: 0.0878
Valid Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 3.5912, Accuracy: 0.3712, F1 score: 0.1443, HS: 0.0805

Train Trial [6/200], LR: 0.001, W: 0.01, Avg Loss: 2.4175, Accuracy: 0.4616, F1 score: 0.1653, HS: 0.0976
Valid Trial [6/200], LR: 0.001, W: 0.01, Avg Loss: 3.5168, Accuracy: 0.3974, F1 score: 0.1492, HS: 0.0830

Train Trial [7/200], LR: 0.001, W: 0.01, Avg Loss: 2.1096, Accuracy: 0.4939, F1 score: 0.1747, HS: 0.0999
Valid Trial [7/200], LR: 0.00075, W: 0.01, Avg Loss: 3.6080, Accuracy: 0.5311, F1 score: 0.1786, HS: 0.1017

Train Trial [8/200], LR: 0.00075, W: 0.01, Avg Loss: 2.0021, Accuracy: 0.5261, F1 score: 0.1845, HS: 0.1056
Valid Trial [8/200], LR: 0.00075, W: 0.01, Avg Loss: 6.0937, Accuracy: 0.6101, F1 score: 0.1965, HS: 0.1156

Train Trial [9/200], LR: 0.00075, W: 0.01, Avg Loss: 1.9887, Accuracy: 0.5541, F1 score: 0.1951, HS: 0.1151
Valid Trial [9/200], LR: 0.00075, W: 0.01, Avg Loss: 3.5646, Accuracy: 0.5310, F1 score: 0.1830, HS: 0.1050

Train Trial [10/200], LR: 0.00075, W: 0.01, Avg Loss: 1.8643, Accuracy: 0.5855, F1 score: 0.2064, HS: 0.1209
Valid Trial [10/200], LR: 0.00075, W: 0.01, Avg Loss: 3.9428, Accuracy: 0.5833, F1 score: 0.1990, HS: 0.1150

Train Trial [11/200], LR: 0.00075, W: 0.01, Avg Loss: 1.7251, Accuracy: 0.6144, F1 score: 0.2177, HS: 0.1285
Valid Trial [11/200], LR: 0.00075, W: 0.01, Avg Loss: 3.6651, Accuracy: 0.6501, F1 score: 0.2272, HS: 0.1383

Train Trial [12/200], LR: 0.00075, W: 0.01, Avg Loss: 1.5956, Accuracy: 0.6507, F1 score: 0.2364, HS: 0.1410
Valid Trial [12/200], LR: 0.00075, W: 0.01, Avg Loss: 4.3720, Accuracy: 0.6454, F1 score: 0.2222, HS: 0.1311

Train Trial [13/200], LR: 0.00075, W: 0.01, Avg Loss: 1.5681, Accuracy: 0.6547, F1 score: 0.2383, HS: 0.1429
Valid Trial [13/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 4.4185, Accuracy: 0.7015, F1 score: 0.2469, HS: 0.1537

Train Trial [14/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.5237, Accuracy: 0.6813, F1 score: 0.2539, HS: 0.1548
Valid Trial [14/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 3.8313, Accuracy: 0.6512, F1 score: 0.2251, HS: 0.1332

Train Trial [15/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.5107, Accuracy: 0.6808, F1 score: 0.2531, HS: 0.1547
Valid Trial [15/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 4.3745, Accuracy: 0.6889, F1 score: 0.2399, HS: 0.1521

Train Trial [16/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.3849, Accuracy: 0.7020, F1 score: 0.2671, HS: 0.1722
Valid Trial [16/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 4.0475, Accuracy: 0.6549, F1 score: 0.2259, HS: 0.1344

Train Trial [17/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.3344, Accuracy: 0.6923, F1 score: 0.2606, HS: 0.1574
Valid Trial [17/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 4.9088, Accuracy: 0.7187, F1 score: 0.2588, HS: 0.1579

Train Trial [18/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.3041, Accuracy: 0.7229, F1 score: 0.2817, HS: 0.1749
Valid Trial [18/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 4.3240, Accuracy: 0.7165, F1 score: 0.2579, HS: 0.1629

Train Trial [19/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.3028, Accuracy: 0.7322, F1 score: 0.2891, HS: 0.1820
Valid Trial [19/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 4.7151, Accuracy: 0.7264, F1 score: 0.2591, HS: 0.1636

Train Trial [20/200], LR: 0.0004219, W: 0.01, Avg Loss: 1.1643, Accuracy: 0.7478, F1 score: 0.3028, HS: 0.1873
Valid Trial [20/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 5.3442, Accuracy: 0.7517, F1 score: 0.2795, HS: 0.1754

Train Trial [21/200], LR: 0.0004219, W: 0.01, Avg Loss: 1.1049, Accuracy: 0.7711, F1 score: 0.3244, HS: 0.2053
Valid Trial [21/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 6.4222, Accuracy: 0.7822, F1 score: 0.2968, HS: 0.1927

Train Trial [22/200], LR: 0.0004219, W: 0.01, Avg Loss: 1.0317, Accuracy: 0.7780, F1 score: 0.3310, HS: 0.2155
Valid Trial [22/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 5.2505, Accuracy: 0.7628, F1 score: 0.2888, HS: 0.1853

Train Trial [23/200], LR: 0.0004219, W: 0.01, Avg Loss: 1.0031, Accuracy: 0.7962, F1 score: 0.3482, HS: 0.2298
Valid Trial [23/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 7.2515, Accuracy: 0.7853, F1 score: 0.3013, HS: 0.1947

Train Trial [24/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.9497, Accuracy: 0.7941, F1 score: 0.3487, HS: 0.2266
Valid Trial [24/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 7.4164, Accuracy: 0.7836, F1 score: 0.2960, HS: 0.1878

Train Trial [25/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.9424, Accuracy: 0.8028, F1 score: 0.3569, HS: 0.2341
Valid Trial [25/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 6.6617, Accuracy: 0.8021, F1 score: 0.3208, HS: 0.2088

Train Trial [26/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.9755, Accuracy: 0.8144, F1 score: 0.3700, HS: 0.2424
Valid Trial [26/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 5.6593, Accuracy: 0.7885, F1 score: 0.3093, HS: 0.1949

Train Trial [27/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.8832, Accuracy: 0.8165, F1 score: 0.3741, HS: 0.2428
Valid Trial [27/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 6.1966, Accuracy: 0.8050, F1 score: 0.3285, HS: 0.2108

Train Trial [28/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.8850, Accuracy: 0.8131, F1 score: 0.3711, HS: 0.2438
Valid Trial [28/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 5.7999, Accuracy: 0.7977, F1 score: 0.3175, HS: 0.2025

Train Trial [29/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.8995, Accuracy: 0.8233, F1 score: 0.3830, HS: 0.2546
Valid Trial [29/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 7.2816, Accuracy: 0.8218, F1 score: 0.3380, HS: 0.2203

Train Trial [30/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.8120, Accuracy: 0.8386, F1 score: 0.4043, HS: 0.2824
Valid Trial [30/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 6.7326, Accuracy: 0.8058, F1 score: 0.3294, HS: 0.2160

Train Trial [31/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.8256, Accuracy: 0.8216, F1 score: 0.3803, HS: 0.2555
Valid Trial [31/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 8.0554, Accuracy: 0.8157, F1 score: 0.3290, HS: 0.2186

Train Trial [32/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.8204, Accuracy: 0.8291, F1 score: 0.3917, HS: 0.2595
Valid Trial [32/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 7.8363, Accuracy: 0.8114, F1 score: 0.3263, HS: 0.2098

Train Trial [33/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.7400, Accuracy: 0.8461, F1 score: 0.4169, HS: 0.2808
Valid Trial [33/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 8.5634, Accuracy: 0.8363, F1 score: 0.3509, HS: 0.2290

Train Trial [34/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.6948, Accuracy: 0.8585, F1 score: 0.4375, HS: 0.3011
Valid Trial [34/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 7.1564, Accuracy: 0.8168, F1 score: 0.3364, HS: 0.2211

Train Trial [35/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.7370, Accuracy: 0.8510, F1 score: 0.4249, HS: 0.2926
Valid Trial [35/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 7.1532, Accuracy: 0.8283, F1 score: 0.3488, HS: 0.2275

Train Trial [36/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.7135, Accuracy: 0.8545, F1 score: 0.4311, HS: 0.2952
Valid Trial [36/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 8.0347, Accuracy: 0.8413, F1 score: 0.3644, HS: 0.2364

Train Trial [37/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.7204, Accuracy: 0.8699, F1 score: 0.4575, HS: 0.3213
Valid Trial [37/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 8.6135, Accuracy: 0.8324, F1 score: 0.3503, HS: 0.2254

Train Trial [38/200], LR: 0.000178, W: 0.01, Avg Loss: 0.7283, Accuracy: 0.8547, F1 score: 0.4301, HS: 0.2946
Valid Trial [38/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 7.8501, Accuracy: 0.8307, F1 score: 0.3519, HS: 0.2287

Train Trial [39/200], LR: 0.000178, W: 0.01, Avg Loss: 0.6656, Accuracy: 0.8622, F1 score: 0.4442, HS: 0.3041
Valid Trial [39/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 8.5455, Accuracy: 0.8479, F1 score: 0.3735, HS: 0.2457

Train Trial [40/200], LR: 0.000178, W: 0.01, Avg Loss: 0.7361, Accuracy: 0.8748, F1 score: 0.4676, HS: 0.3272
Valid Trial [40/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 7.8871, Accuracy: 0.8412, F1 score: 0.3634, HS: 0.2371

Train Trial [41/200], LR: 0.000178, W: 0.01, Avg Loss: 0.6484, Accuracy: 0.8636, F1 score: 0.4470, HS: 0.3135
